audio_path,queen_status,queen_presence,hive_number,device,datetime,hive_temp,hive_humidity,class_name
../archive/sound_files/sound_files/2022-06-28--04-17-36_2__segment4.wav,2,1,1,2,2022-06-28 4:17:36,19.44,53.94,Queen_New
../archive/sound_files/sound_files/2022-07-06--00-42-40_2__segment0.wav,3,1,1,2,2022-07-06 0:42:40,20.61,45.04,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--02-26-59_2__segment3.wav,3,1,1,2,2022-07-07 2:26:59,19.91,43.83,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--06-16-00_2__segment4.wav,2,1,1,2,2022-06-28 6:16:00,20.53,52.56,Queen_New
../archive/sound_files/sound_files/2022-06-30--12-44-48_2__segment4.wav,2,1,1,2,2022-06-30 12:44:48,49.55,12.69,Queen_New
../archive/sound_files/sound_files/2022-06-27--22-22-43_2__segment2.wav,2,1,1,2,2022-06-27 22:22:43,21.02,53.04,Queen_New
../archive/sound_files/sound_files/2022-07-05--00-57-29_2__segment4.wav,3,1,1,2,2022-07-05 0:57:29,21.89,47.73,Queen_Accepted
../archive/sound_files/sound_files/2022-07-08--12-08-53_2__segment3.wav,3,1,1,2,2022-07-08 12:08:53,51.02,12.37,Queen_Accepted
../archive/sound_files/sound_files/2022-07-12--18-09-43_2__segment5.wav,3,1,1,2,2022-07-12 18:09:43,30.62,33.8,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--06-45-34_2__segment0.wav,0,1,1,2,2022-06-25 6:45:34,21.44,36.4,Queenright
../archive/sound_files/sound_files/2022-07-13--00-08-52_2__segment4.wav,3,1,1,2,2022-07-13 0:08:52,19.06,46.28,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--16-08-41_2__segment1.wav,2,1,1,2,2022-06-28 16:08:41,31.31,28.2,Queen_New
../archive/sound_files/sound_files/2022-07-10--03-45-59_2__segment5.wav,3,1,1,2,2022-07-10 3:45:59,16.38,43.76,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--06-19-34_2__segment4.wav,2,1,1,2,2022-06-29 6:19:34,19.05,31.05,Queen_New
../archive/sound_files/sound_files/2022-07-10--05-44-39_2__segment2.wav,3,1,1,2,2022-07-10 5:44:39,15.5,44.33,Queen_Accepted
../archive/sound_files/sound_files/2022-07-13--08-02-57_2__segment0.wav,3,1,1,2,2022-07-13 8:02:57,27.53,45.87,Queen_Accepted
../archive/sound_files/sound_files/2022-07-02--20-24-01_2__segment0.wav,3,1,1,2,2022-07-02 20:24:01,20.69,35.76,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--05-46-18_2__segment4.wav,0,1,1,2,2022-06-25 5:46:18,20.74,35.79,Queenright
../archive/sound_files/sound_files/2022-07-02--22-22-21_2__segment2.wav,3,1,1,2,2022-07-02 22:22:21,19.23,37.3,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--09-22-28_2__segment1.wav,1,0,1,2,2022-06-27 9:22:28,37.83,34.44,Queenless
../archive/sound_files/sound_files/2022-06-16--09-12-24_2__segment5.wav,0,1,1,2,2022-06-16 9:12:24,41.15,20.1,Queenright
../archive/sound_files/sound_files/2022-07-09--21-51-33_2__segment2.wav,3,1,1,2,2022-07-09 21:51:33,20.34,45.53,Queen_Accepted
../archive/sound_files/sound_files/2022-06-16--01-18-24_2__segment3.wav,0,1,1,2,2022-06-16 1:18:24,18.82,24.42,Queenright
../archive/sound_files/sound_files/2022-07-11--11-26-41_2__segment2.wav,3,1,1,2,2022-07-11 11:26:41,53.46,11.12,Queen_Accepted
../archive/sound_files/sound_files/2022-06-26--07-50-20_2__segment5.wav,1,0,1,2,2022-06-26 7:50:20,25.52,41.71,Queenless
../archive/sound_files/sound_files/2022-07-08--06-09-51_2__segment2.wav,3,1,1,2,2022-07-08 6:09:51,16.16,38.48,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--14-13-31_2__segment1.wav,2,1,1,2,2022-06-29 14:13:31,37.15,21.01,Queen_New
../archive/sound_files/sound_files/2022-07-09--05-00-15_2__segment2.wav,3,1,1,2,2022-07-09 5:00:15,16.32,41.12,Queen_Accepted
../archive/sound_files/sound_files/2022-07-10--08-42-54_2__segment0.wav,3,1,1,2,2022-07-10 8:42:54,37.07,36.85,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--16-15-16_2__segment0.wav,1,0,1,2,2022-06-27 16:15:16,32.69,26.97,Queenless
../archive/sound_files/sound_files/2022-06-28--14-10-34_2__segment0.wav,2,1,1,2,2022-06-28 14:10:34,36.22,22.69,Queen_New
../archive/sound_files/sound_files/2022-07-08--07-09-47_2__segment4.wav,3,1,1,2,2022-07-08 7:09:47,21.87,41.4,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--16-17-49_2__segment0.wav,3,1,1,2,2022-07-07 16:17:49,29.92,30.17,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--20-16-51_2__segment2.wav,3,1,1,2,2022-07-07 20:16:51,22.86,35.2,Queen_Accepted
../archive/sound_files/sound_files/2022-07-14--20-58-44_2__segment4.wav,3,1,1,2,2022-07-14 20:58:44,21.42,36.22,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--21-55-24_2__segment0.wav,2,1,1,2,2022-06-29 21:55:24,20.08,33.48,Queen_New
../archive/sound_files/sound_files/2022-07-13--04-05-58_2__segment3.wav,3,1,1,2,2022-07-13 4:05:58,17.9,52.29,Queen_Accepted
../archive/sound_files/sound_files/2022-06-30--06-47-59_2__segment4.wav,2,1,1,2,2022-06-30 6:47:59,21.47,51.1,Queen_New
../archive/sound_files/sound_files/2022-07-03--14-09-50_2__segment3.wav,3,1,1,2,2022-07-03 14:09:50,34.13,28.77,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--10-20-13_2__segment4.wav,1,0,1,2,2022-06-27 10:20:13,45.02,19.68,Queenless
../archive/sound_files/sound_files/2022-07-14--13-01-08_2__segment3.wav,3,1,1,2,2022-07-14 13:01:08,47.59,14.63,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--12-11-40_2__segment1.wav,3,1,1,2,2022-07-03 12:11:40,34.19,37.72,Queen_Accepted
../archive/sound_files/sound_files/2022-06-26--02-54-17_2__segment0.wav,1,0,1,2,2022-06-26 2:54:17,18.68,40.1,Queenless
../archive/sound_files/sound_files/2022-06-16--15-06-34_2__segment0.wav,0,1,1,2,2022-06-16 15:06:34,29.73,25.75,Queenright
../archive/sound_files/sound_files/2022-06-15--22-20-36_2__segment3.wav,0,1,1,2,2022-06-15 22:20:36,19.15,25.71,Queenright
../archive/sound_files/sound_files/2022-06-27--07-31-07_2__segment5.wav,1,0,1,2,2022-06-27 7:31:07,23.83,40.34,Queenless
../archive/sound_files/sound_files/2022-06-28--08-14-40_2__segment4.wav,2,1,1,2,2022-06-28 8:14:40,33.75,37.4,Queen_New
../archive/sound_files/sound_files/2022-06-24--10-03-17_2__segment2.wav,0,1,1,2,2022-06-24 10:03:17,33.81,31.83,Queenright
../archive/sound_files/sound_files/2022-06-29--17-00-11_2__segment1.wav,2,1,1,2,2022-06-29 17:00:11,26.36,37.35,Queen_New
../archive/sound_files/sound_files/2022-07-10--21-34-27_2__segment4.wav,3,1,1,2,2022-07-10 21:34:27,23.94,39.18,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--18-13-28_2__segment5.wav,1,0,1,2,2022-06-27 18:13:28,30.71,27.77,Queenless
../archive/sound_files/sound_files/2022-06-29--17-59-12_2__segment4.wav,2,1,1,2,2022-06-29 17:59:12,27.75,31.04,Queen_New
../archive/sound_files/sound_files/2022-06-28--08-14-40_2__segment0.wav,2,1,1,2,2022-06-28 8:14:40,33.75,37.4,Queen_New
../archive/sound_files/sound_files/2022-06-29--03-22-07_2__segment0.wav,2,1,1,2,2022-06-29 3:22:07,19.09,32.3,Queen_New
../archive/sound_files/sound_files/2022-07-02--17-26-27_2__segment5.wav,3,1,1,2,2022-07-02 17:26:27,25.13,35.37,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--04-17-36_2__segment0.wav,3,1,1,2,2022-07-03 4:17:36,20.56,34.4,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--12-21-08_2__segment3.wav,3,1,1,2,2022-07-07 12:21:08,49.82,16.03,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--06-24-26_2__segment3.wav,3,1,1,2,2022-07-07 6:24:26,19.9,45.26,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--12-21-08_2__segment2.wav,3,1,1,2,2022-07-07 12:21:08,49.82,16.03,Queen_Accepted
../archive/sound_files/sound_files/2022-06-24--20-53-47_2__segment2.wav,0,1,1,2,2022-06-24 20:53:47,25.31,38.76,Queenright
../archive/sound_files/sound_files/2022-07-03--08-14-28_2__segment1.wav,3,1,1,2,2022-07-03 8:14:28,23.09,36.99,Queen_Accepted
../archive/sound_files/sound_files/2022-07-06--03-42-38_2__segment1.wav,3,1,1,2,2022-07-06 3:42:38,21.11,45.57,Queen_Accepted
../archive/sound_files/sound_files/2022-07-05--23-43-52_2__segment1.wav,3,1,1,2,2022-07-05 23:43:52,19.81,45.27,Queen_Accepted
../archive/sound_files/sound_files/2022-06-15--02-25-24_2__segment1.wav,0,1,1,2,2022-06-15 2:25:24,20.11,25.05,Queenright
../archive/sound_files/sound_files/2022-06-29--00-24-37_2__segment5.wav,2,1,1,2,2022-06-29 0:24:37,19.78,32.12,Queen_New
../archive/sound_files/sound_files/2022-07-12--01-24-45_2__segment3.wav,3,1,1,2,2022-07-12 1:24:45,19.06,45.24,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--09-14-48_2__segment0.wav,2,1,1,2,2022-06-28 9:14:48,38.48,23.56,Queen_New
../archive/sound_files/sound_files/2022-06-27--19-25-32_2__segment1.wav,2,1,1,2,2022-06-27 19:25:32,26.43,40.55,Queen_New
../archive/sound_files/sound_files/2022-06-28--07-15-45_2__segment3.wav,2,1,1,2,2022-06-28 7:15:45,26.68,46.57,Queen_New
../archive/sound_files/sound_files/2022-07-08--19-09-34_2__segment5.wav,3,1,1,2,2022-07-08 19:09:34,25.77,34.68,Queen_Accepted
../archive/sound_files/sound_files/2022-07-10--21-34-27_2__segment1.wav,3,1,1,2,2022-07-10 21:34:27,23.94,39.18,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--14-09-50_2__segment0.wav,3,1,1,2,2022-07-03 14:09:50,34.13,28.77,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--17-14-23_2__segment3.wav,1,0,1,2,2022-06-27 17:14:23,31.02,28.46,Queenless
../archive/sound_files/sound_files/2022-06-14--20-15-04_2__segment3.wav,0,1,1,2,2022-06-14 20:15:04,24.67,24.97,Queenright
../archive/sound_files/sound_files/2022-07-09--01-03-30_2__segment1.wav,3,1,1,2,2022-07-09 1:03:30,17.88,40.1,Queen_Accepted
../archive/sound_files/sound_files/2022-07-14--20-58-44_2__segment1.wav,3,1,1,2,2022-07-14 20:58:44,21.42,36.22,Queen_Accepted
../archive/sound_files/sound_files/2022-06-26--04-52-44_2__segment2.wav,1,0,1,2,2022-06-26 4:52:44,18.91,40.24,Queenless
../archive/sound_files/sound_files/2022-07-06--09-38-12_2__segment2.wav,3,1,1,2,2022-07-06 9:38:12,34.48,40.22,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--21-58-20_2__segment5.wav,1,0,1,2,2022-06-25 21:58:20,20.9,39.44,Queenless
../archive/sound_files/sound_files/2022-07-03--13-11-29_2__segment0.wav,3,1,1,2,2022-07-03 13:11:29,39.0,30.46,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--22-57-32_2__segment2.wav,1,0,1,2,2022-06-25 22:57:32,20.25,38.57,Queenless
../archive/sound_files/sound_files/2022-06-25--03-47-58_2__segment5.wav,0,1,1,2,2022-06-25 3:47:58,21.56,35.97,Queenright
../archive/sound_files/sound_files/2022-07-06--05-40-59_2__segment1.wav,3,1,1,2,2022-07-06 5:40:59,20.83,46.19,Queen_Accepted
../archive/sound_files/sound_files/2022-07-12--14-14-09_2__segment3.wav,3,1,1,2,2022-07-12 14:14:09,37.35,24.16,Queen_Accepted
../archive/sound_files/sound_files/2022-06-24--18-55-41_2__segment1.wav,0,1,1,2,2022-06-24 18:55:41,29.74,32.4,Queenright
../archive/sound_files/sound_files/2022-06-29--09-18-09_2__segment1.wav,2,1,1,2,2022-06-29 9:18:09,41.06,28.84,Queen_New
../archive/sound_files/sound_files/2022-06-29--04-21-17_2__segment1.wav,2,1,1,2,2022-06-29 4:21:17,19.27,31.81,Queen_New
../archive/sound_files/sound_files/2022-07-15--04-07-19_2__segment0.wav,3,1,1,2,2022-07-15 4:07:19,16.78,36.61,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--04-33-32_2__segment4.wav,1,0,1,2,2022-06-27 4:33:32,20.93,40.51,Queenless
../archive/sound_files/sound_files/2022-06-28--23-25-29_2__segment3.wav,2,1,1,2,2022-06-28 23:25:29,20.32,32.28,Queen_New
../archive/sound_files/sound_files/2022-07-08--20-08-46_2__segment1.wav,3,1,1,2,2022-07-08 20:08:46,23.42,37.2,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--12-13-12_2__segment5.wav,2,1,1,2,2022-06-28 12:13:12,43.92,16.7,Queen_New
../archive/sound_files/sound_files/2022-06-26--18-41-57_2__segment2.wav,1,0,1,2,2022-06-26 18:41:57,28.79,31.9,Queenless
../archive/sound_files/sound_files/2022-07-14--16-02-50_2__segment3.wav,3,1,1,2,2022-07-14 16:02:50,31.02,29.69,Queen_Accepted
../archive/sound_files/sound_files/2022-06-14--21-15-24_2__segment4.wav,0,1,1,2,2022-06-14 21:15:24,22.62,25.4,Queenright
../archive/sound_files/sound_files/2022-07-15--07-05-32_2__segment3.wav,3,1,1,2,2022-07-15 7:05:32,21.19,37.7,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--10-20-57_2__segment4.wav,3,1,1,2,2022-07-07 10:20:57,44.57,28.45,Queen_Accepted
../archive/sound_files/sound_files/2022-07-14--19-59-41_2__segment5.wav,3,1,1,2,2022-07-14 19:59:41,23.56,36.16,Queen_Accepted
../archive/sound_files/sound_files/2022-07-15--15-28-21_2__segment1.wav,3,1,1,2,2022-07-15 15:28:21,31.55,27.9,Queen_Accepted
../archive/sound_files/sound_files/2022-06-16--01-18-24_2__segment5.wav,0,1,1,2,2022-06-16 1:18:24,18.82,24.42,Queenright
../archive/sound_files/sound_files/2022-07-09--07-57-34_2__segment2.wav,3,1,1,2,2022-07-09 7:57:34,29.22,43.75,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--03-22-07_2__segment4.wav,2,1,1,2,2022-06-29 3:22:07,19.09,32.3,Queen_New
../archive/sound_files/sound_files/2022-06-30--03-50-31_2__segment5.wav,2,1,1,2,2022-06-30 3:50:31,21.16,32.39,Queen_New
../archive/sound_files/sound_files/2022-07-15--13-25-58_2__segment2.wav,3,1,1,2,2022-07-15 13:25:58,45.83,15.36,Queen_Accepted
../archive/sound_files/sound_files/2022-07-05--10-50-37_2__segment0.wav,3,1,1,2,2022-07-05 10:50:37,46.88,24.73,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--14-16-54_2__segment5.wav,1,0,1,2,2022-06-27 14:16:54,38.37,21.08,Queenless
../archive/sound_files/sound_files/2022-06-24--17-56-42_2__segment3.wav,0,1,1,2,2022-06-24 17:56:42,31.6,30.14,Queenright
../archive/sound_files/sound_files/2022-06-25--23-56-42_2__segment3.wav,1,0,1,2,2022-06-25 23:56:42,19.75,39.09,Queenless
../archive/sound_files/sound_files/2022-07-03--20-09-13_2__segment5.wav,3,1,1,2,2022-07-03 20:09:13,20.76,35.78,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--18-53-55_2__segment0.wav,3,1,1,2,2022-07-04 18:53:55,28.48,34.59,Queen_Accepted
../archive/sound_files/sound_files/2022-06-16--16-05-45_2__segment1.wav,0,1,1,2,2022-06-16 16:05:45,28.39,24.82,Queenright
../archive/sound_files/sound_files/2022-07-04--04-02-43_2__segment1.wav,3,1,1,2,2022-07-04 4:02:43,19.09,35.37,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--02-22-58_2__segment4.wav,2,1,1,2,2022-06-29 2:22:58,19.32,31.59,Queen_New
../archive/sound_files/sound_files/2022-06-28--18-29-56_2__segment1.wav,2,1,1,2,2022-06-28 18:29:56,28.86,30.01,Queen_New
../archive/sound_files/sound_files/2022-06-15--05-32-54_2__segment1.wav,0,1,1,2,2022-06-15 5:32:54,18.69,26.58,Queenright
../archive/sound_files/sound_files/2022-07-05--04-55-09_2__segment2.wav,3,1,1,2,2022-07-05 4:55:09,20.48,48.12,Queen_Accepted
../archive/sound_files/sound_files/2022-07-09--23-49-27_2__segment3.wav,3,1,1,2,2022-07-09 23:49:27,18.41,42.65,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--11-19-45_2__segment3.wav,1,0,1,2,2022-06-27 11:19:45,49.66,15.37,Queenless
../archive/sound_files/sound_files/2022-07-11--04-29-25_2__segment5.wav,3,1,1,2,2022-07-11 4:29:25,18.14,42.8,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--08-58-57_2__segment4.wav,3,1,1,2,2022-07-04 8:58:57,38.43,33.57,Queen_Accepted
../archive/sound_files/sound_files/2022-07-11--08-28-20_2__segment0.wav,3,1,1,2,2022-07-11 8:28:20,37.45,35.05,Queen_Accepted
../archive/sound_files/sound_files/2022-07-08--01-14-07_2__segment0.wav,3,1,1,2,2022-07-08 1:14:07,17.98,38.02,Queen_Accepted
../archive/sound_files/sound_files/2022-07-12--14-14-09_2__segment0.wav,3,1,1,2,2022-07-12 14:14:09,37.35,24.16,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--07-15-14_2__segment4.wav,3,1,1,2,2022-07-03 7:15:14,21.77,34.96,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--02-19-13_2__segment3.wav,3,1,1,2,2022-07-03 2:19:13,20.76,35.58,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--12-18-31_2__segment5.wav,1,0,1,2,2022-06-27 12:18:31,49.2,13.94,Queenless
../archive/sound_files/sound_files/2022-06-27--07-31-07_2__segment2.wav,1,0,1,2,2022-06-27 7:31:07,23.83,40.34,Queenless
../archive/sound_files/sound_files/2022-07-03--04-17-36_2__segment5.wav,3,1,1,2,2022-07-03 4:17:36,20.56,34.4,Queen_Accepted
../archive/sound_files/sound_files/2022-06-26--20-40-03_2__segment0.wav,1,0,1,2,2022-06-26 20:40:03,22.72,37.79,Queenless
../archive/sound_files/sound_files/2022-06-24--15-58-28_2__segment0.wav,0,1,1,2,2022-06-24 15:58:28,34.42,26.91,Queenright
../archive/sound_files/sound_files/2022-07-14--21-57-19_2__segment3.wav,3,1,1,2,2022-07-14 21:57:19,19.97,36.82,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--05-16-49_2__segment5.wav,3,1,1,2,2022-07-03 5:16:49,20.59,34.48,Queen_Accepted
../archive/sound_files/sound_files/2022-07-10--17-38-05_2__segment1.wav,3,1,1,2,2022-07-10 17:38:05,33.44,26.54,Queen_Accepted
../archive/sound_files/sound_files/2022-07-03--01-20-01_2__segment4.wav,3,1,1,2,2022-07-03 1:20:01,20.72,36.32,Queen_Accepted
../archive/sound_files/sound_files/2022-07-10--20-35-10_2__segment3.wav,3,1,1,2,2022-07-10 20:35:10,26.23,37.57,Queen_Accepted
../archive/sound_files/sound_files/2022-06-15--06-32-29_2__segment5.wav,0,1,1,2,2022-06-15 6:32:29,19.55,26.89,Queenright
../archive/sound_files/sound_files/2022-07-12--18-09-43_2__segment0.wav,3,1,1,2,2022-07-12 18:09:43,30.62,33.8,Queen_Accepted
../archive/sound_files/sound_files/2022-06-16--11-11-23_2__segment3.wav,0,1,1,2,2022-06-16 11:11:23,48.31,11.94,Queenright
../archive/sound_files/sound_files/2022-07-05--09-50-55_2__segment5.wav,3,1,1,2,2022-07-05 9:50:55,40.32,35.47,Queen_Accepted
../archive/sound_files/sound_files/2022-06-27--13-17-43_2__segment1.wav,1,0,1,2,2022-06-27 13:17:43,46.04,14.71,Queenless
../archive/sound_files/sound_files/2022-06-24--21-52-53_2__segment3.wav,0,1,1,2,2022-06-24 21:52:53,23.77,37.53,Queenright
../archive/sound_files/sound_files/2022-07-10--01-47-45_2__segment4.wav,3,1,1,2,2022-07-10 1:47:45,17.36,43.66,Queen_Accepted
../archive/sound_files/sound_files/2022-07-06--20-28-23_2__segment1.wav,3,1,1,2,2022-07-06 20:28:23,21.67,42.24,Queen_Accepted
../archive/sound_files/sound_files/2022-07-12--08-19-19_2__segment5.wav,3,1,1,2,2022-07-12 8:19:19,28.08,44.63,Queen_Accepted
../archive/sound_files/sound_files/2022-07-05--15-45-44_2__segment2.wav,3,1,1,2,2022-07-05 15:45:44,32.53,33.34,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--05-20-23_2__segment1.wav,2,1,1,2,2022-06-29 5:20:23,18.63,33.68,Queen_New
../archive/sound_files/sound_files/2022-07-09--13-58-05_2__segment2.wav,3,1,1,2,2022-07-09 13:58:05,37.67,22.82,Queen_Accepted
../archive/sound_files/sound_files/2022-07-11--03-30-14_2__segment3.wav,3,1,1,2,2022-07-11 3:30:14,18.75,43.49,Queen_Accepted
../archive/sound_files/sound_files/2022-06-14--21-15-24_2__segment2.wav,0,1,1,2,2022-06-14 21:15:24,22.62,25.4,Queenright
../archive/sound_files/sound_files/2022-07-09--11-58-41_2__segment2.wav,3,1,1,2,2022-07-09 11:58:41,49.85,13.11,Queen_Accepted
../archive/sound_files/sound_files/2022-06-24--20-53-47_2__segment1.wav,0,1,1,2,2022-06-24 20:53:47,25.31,38.76,Queenright
../archive/sound_files/sound_files/2022-06-30--15-41-07_2__segment4.wav,2,1,1,2,2022-06-30 15:41:07,29.21,25.46,Queen_New
../archive/sound_files/sound_files/2022-07-09--08-57-12_2__segment1.wav,3,1,1,2,2022-07-09 8:57:12,37.87,32.38,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--13-15-40_2__segment0.wav,2,1,1,2,2022-06-29 13:15:40,47.73,13.95,Queen_New
../archive/sound_files/sound_files/2022-06-28--19-29-03_2__segment3.wav,2,1,1,2,2022-06-28 19:29:03,26.09,30.45,Queen_New
../archive/sound_files/sound_files/2022-06-15--16-25-56_2__segment5.wav,0,1,1,2,2022-06-15 16:25:56,30.07,25.94,Queenright
../archive/sound_files/sound_files/2022-07-13--00-08-52_2__segment3.wav,3,1,1,2,2022-07-13 0:08:52,19.06,46.28,Queen_Accepted
../archive/sound_files/sound_files/2022-07-13--01-08-06_2__segment1.wav,3,1,1,2,2022-07-13 1:08:06,18.76,45.95,Queen_Accepted
../archive/sound_files/sound_files/2022-07-06--07-39-26_2__segment2.wav,3,1,1,2,2022-07-06 7:39:26,22.69,46.5,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--22-26-20_2__segment4.wav,2,1,1,2,2022-06-28 22:26:20,20.86,33.01,Queen_New
../archive/sound_files/sound_files/2022-06-16--14-07-27_2__segment3.wav,0,1,1,2,2022-06-16 14:07:27,37.18,18.71,Queenright
../archive/sound_files/sound_files/2022-07-04--02-04-13_2__segment0.wav,3,1,1,2,2022-07-04 2:04:13,17.8,34.25,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--00-50-22_2__segment1.wav,0,1,1,2,2022-06-25 0:50:22,22.68,35.77,Queenright
../archive/sound_files/sound_files/2022-07-12--21-07-38_2__segment4.wav,3,1,1,2,2022-07-12 21:07:38,22.38,47.82,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--08-58-57_2__segment5.wav,3,1,1,2,2022-07-04 8:58:57,38.43,33.57,Queen_Accepted
../archive/sound_files/sound_files/2022-07-11--10-27-12_2__segment2.wav,3,1,1,2,2022-07-11 10:27:12,50.72,13.82,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--01-05-00_2__segment0.wav,3,1,1,2,2022-07-04 1:05:00,17.41,33.21,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--03-22-07_2__segment5.wav,2,1,1,2,2022-06-29 3:22:07,19.09,32.3,Queen_New
../archive/sound_files/sound_files/2022-07-14--21-57-19_2__segment1.wav,3,1,1,2,2022-07-14 21:57:19,19.97,36.82,Queen_Accepted
../archive/sound_files/sound_files/2022-07-05--09-50-55_2__segment1.wav,3,1,1,2,2022-07-05 9:50:55,40.32,35.47,Queen_Accepted
../archive/sound_files/sound_files/2022-07-06--22-26-45_2__segment2.wav,3,1,1,2,2022-07-06 22:26:45,19.04,43.69,Queen_Accepted
../archive/sound_files/sound_files/2022-06-29--03-22-07_2__segment1.wav,2,1,1,2,2022-06-29 3:22:07,19.09,32.3,Queen_New
../archive/sound_files/sound_files/2022-06-28--21-27-16_2__segment2.wav,2,1,1,2,2022-06-28 21:27:16,22.07,32.26,Queen_New
../archive/sound_files/sound_files/2022-07-06--14-34-31_2__segment2.wav,3,1,1,2,2022-07-06 14:34:31,32.75,26.68,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--12-56-11_2__segment1.wav,3,1,1,2,2022-07-04 12:56:11,41.35,24.12,Queen_Accepted
../archive/sound_files/sound_files/2022-07-06--07-39-26_2__segment4.wav,3,1,1,2,2022-07-06 7:39:26,22.69,46.5,Queen_Accepted
../archive/sound_files/sound_files/2022-07-07--07-22-56_2__segment1.wav,3,1,1,2,2022-07-07 7:22:56,21.88,44.94,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--04-02-43_2__segment4.wav,3,1,1,2,2022-07-04 4:02:43,19.09,35.37,Queen_Accepted
../archive/sound_files/sound_files/2022-06-30--17-39-21_2__segment4.wav,2,1,1,2,2022-06-30 17:39:21,25.77,30.54,Queen_New
../archive/sound_files/sound_files/2022-06-28--21-27-16_2__segment0.wav,2,1,1,2,2022-06-28 21:27:16,22.07,32.26,Queen_New
../archive/sound_files/sound_files/2022-07-09--06-58-12_2__segment3.wav,3,1,1,2,2022-07-09 6:58:12,19.67,43.19,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--17-07-45_2__segment3.wav,2,1,1,2,2022-06-28 17:07:45,29.51,28.16,Queen_New
../archive/sound_files/sound_files/2022-06-30--10-46-15_2__segment5.wav,2,1,1,2,2022-06-30 10:46:15,48.21,23.85,Queen_New
../archive/sound_files/sound_files/2022-07-11--16-23-12_2__segment5.wav,3,1,1,2,2022-07-11 16:23:12,34.0,27.66,Queen_Accepted
../archive/sound_files/sound_files/2022-07-11--14-23-58_2__segment4.wav,3,1,1,2,2022-07-11 14:23:58,37.86,21.88,Queen_Accepted
../archive/sound_files/sound_files/2022-07-04--20-52-03_2__segment4.wav,3,1,1,2,2022-07-04 20:52:03,24.03,44.74,Queen_Accepted
../archive/sound_files/sound_files/2022-06-28--02-19-17_2__segment1.wav,2,1,1,2,2022-06-28 2:19:17,19.61,55.96,Queen_New
../archive/sound_files/sound_files/2022-06-29--04-21-17_2__segment0.wav,2,1,1,2,2022-06-29 4:21:17,19.27,31.81,Queen_New
../archive/sound_files/sound_files/2022-07-06--00-42-40_2__segment1.wav,3,1,1,2,2022-07-06 0:42:40,20.61,45.04,Queen_Accepted
../archive/sound_files/sound_files/2022-06-25--19-01-01_2__segment5.wav,1,0,1,2,2022-06-25 19:01:01,27.72,32.47,Queenless
../archive/sound_files/sound_files/2022-06-15--01-26-10_2__segment3.wav,0,1,1,2,2022-06-15 1:26:10,20.05,24.86,Queenright
../archive/sound_files/sound_files/2022-06-27--23-21-51_2__segment3.wav,2,1,1,2,2022-06-27 23:21:51,20.35,54.25,Queen_New
